utt_id,speaker_id,wav_path,label,split,duration,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,f0_mean,f0_std,voiced_ratio
03-01-04-02-02-01-12,12,data/raw/Actor_12/03-01-04-02-02-01-12.wav,sad,train,3.804,-457.3379211,158.5069122,35.58071899,40.03547287,-35.44205093,47.97803116,-5.189397335,28.415802,-19.65106964,27.22953415,-19.65411568,20.42671204,-19.79686928,22.25985909,-25.45833969,24.43741417,-2.75219059,13.68150043,-9.919163704,12.53307438,-8.638484001,12.75637817,-5.621757507,10.79294586,-10.04149151,14.17196846,0.020583928,0.018682338,0.122597881,0.112896562,1677.172096,1035.389147,1560.414305,524.9846006,3114.224138,1965.954359,328.9618591,45.5098561,0.75862069
03-01-04-02-02-02-12,12,data/raw/Actor_12/03-01-04-02-02-02-12.wav,sad,train,3.871,-317.5187988,69.95990753,45.8195076,45.37075043,-49.82030106,39.55369949,-13.15392208,33.89521027,-31.73351097,18.59747887,-29.57009506,14.82364941,-17.80576897,22.44395828,-32.22076035,12.06337452,-4.978262901,15.51115131,-9.735628128,12.3948946,-9.377984047,11.45664597,-5.327282429,11.71584415,-12.05259323,17.76704407,0.047150068,0.026294153,0.147677062,0.112870737,1885.515522,885.30088,1581.470754,480.9030157,3429.175205,1676.109161,387.4795398,52.42523341,0.950819672
03-01-05-01-01-01-12,12,data/raw/Actor_12/03-01-05-01-01-01-12.wav,angry,train,4.271,-420.6868896,110.0118713,73.98445892,65.54882813,-11.54297447,33.47434235,12.25551605,31.94960213,-19.11555672,25.39770508,-0.171951368,16.47232246,-11.90972328,21.37690735,-17.80001831,12.13088703,-6.505828857,14.17118835,-6.510879993,14.16908932,-4.828579426,11.13025951,-6.995593071,13.89857578,-2.990644217,6.305735111,0.010806835,0.007514034,0.148561198,0.145734672,1964.848552,1290.779223,1556.805754,420.0528081,3493.125,1877.700295,198.0425666,34.43837122,0.853333333
03-01-05-01-01-02-12,12,data/raw/Actor_12/03-01-05-01-01-02-12.wav,angry,train,3.971,-394.3125916,100.0802917,75.67336273,55.641716,-15.65224266,29.38745308,18.61841202,36.24301147,-20.56593513,23.05376816,-4.357758045,14.90586281,-11.58428574,19.90917206,-19.88781738,13.89251804,-6.172204018,11.93236637,-4.359900951,13.46527004,-4.25663805,10.84729576,-6.651085854,10.40427685,-3.725079298,8.400131226,0.013478231,0.008195846,0.111740112,0.082449447,1801.041593,964.0164935,1559.247202,424.594256,3388.427734,1739.316465,192.98242,30.73784093,0.890625
03-01-05-01-02-01-12,12,data/raw/Actor_12/03-01-05-01-02-01-12.wav,angry,train,3.737,-449.9158325,96.9366684,71.62547302,59.73122025,-11.07587242,36.9839859,8.677022934,32.42066574,-11.79457474,26.04296494,-12.20561409,14.98418617,-27.23469925,17.76421356,-23.31584549,14.59171867,-8.279271126,12.31198883,-16.51662636,12.56533623,-6.332830429,10.60437393,-17.50266266,11.93887234,-6.574259281,7.58155489,0.008459219,0.004908518,0.172955622,0.185763549,2013.025831,1380.922899,1661.685525,501.1398135,3616.290984,2048.171507,191.0913446,31.98004282,0.901639344
03-01-05-01-02-02-12,12,data/raw/Actor_12/03-01-05-01-02-02-12.wav,angry,train,4.138,-419.5158997,73.94509888,67.45339966,59.05729675,-21.08086014,36.7766304,9.956514359,28.55943298,-19.70504189,28.45064163,-12.79293537,15.87286472,-29.65642166,18.91059875,-26.70162201,14.08614063,-7.041168213,11.47959328,-17.34541893,15.32579327,-4.964437008,10.77840042,-17.42721748,11.86694145,-5.986581326,9.352170944,0.009984874,0.005703321,0.157006048,0.177889258,2068.471757,1324.635685,1643.161826,490.7565025,3779.611895,1918.532438,184.385241,30.95402571,0.935483871
03-01-05-02-01-01-12,12,data/raw/Actor_12/03-01-05-02-01-01-12.wav,angry,train,3.637,-250.5883179,71.81321716,69.77742004,45.98535538,-32.83408737,36.33342361,0.63214761,38.70648956,-24.78739738,19.94983101,-8.079857826,18.53145027,-5.735321999,20.61990738,-19.08111763,14.88527107,-4.412469864,14.48638821,-9.424391747,12.94351864,-3.22641921,10.06538868,-7.936786652,13.23207474,-12.41808414,11.45767212,0.049388506,0.041885432,0.124095775,0.049178198,1880.410644,788.2375668,1585.218929,345.2064372,3363.28125,1396.862758,283.7143159,66.22285554,0.888888889
03-01-05-02-01-02-12,12,data/raw/Actor_12/03-01-05-02-01-02-12.wav,angry,train,3.67,-227.9293976,136.6567535,48.16991806,35.91732788,-46.58858109,42.87190247,-10.78152752,36.18218994,-24.03767776,24.51875877,-10.43243694,18.37973785,-7.531380177,20.62299538,-18.66262817,20.38878441,-6.120738983,15.09878826,-11.82869816,14.80242634,-7.681013107,14.60121441,-10.80177879,14.9659729,-10.51934338,14.96398354,0.090516545,0.076059863,0.132572115,0.075932517,1834.926853,830.2371154,1573.225591,345.2276939,3232.8125,1560.073356,346.6743005,61.15508824,0.692307692
03-01-05-02-02-01-12,12,data/raw/Actor_12/03-01-05-02-02-01-12.wav,angry,train,3.804,-275.1896973,72.99892426,69.29270172,49.11489487,-28.71388435,42.39596558,-1.65489912,41.83649445,-21.95500946,27.01389313,-8.197654724,18.11260986,-10.86137104,18.53499794,-26.59041977,15.27708817,-5.960755348,14.49783707,-13.33217621,12.59815979,-1.548143148,10.06433201,-9.600899696,10.17546844,-9.850254059,8.042531013,0.044334359,0.031624965,0.176395811,0.173930362,2003.243384,1117.482388,1643.309043,512.9899294,3609.779095,1957.832378,260.5155455,57.32051001,0.827586207
03-01-05-02-02-02-12,12,data/raw/Actor_12/03-01-05-02-02-02-12.wav,angry,train,3.837,-317.5618286,162.6364899,56.44078827,48.25046921,-29.97192955,46.91784286,-13.01150131,40.31413651,-14.58981895,24.2430191,-8.95095253,20.36888885,-5.346083164,16.77627754,-17.84106445,19.70228386,-0.30864799,11.45985317,-3.944471598,11.38757324,-7.934577465,10.73137093,-7.854248047,12.07387352,-12.93242168,14.73051262,0.061513823,0.056996409,0.139329177,0.131992341,1786.679634,944.057719,1644.753808,513.4040743,3350.761218,1901.375565,335.68031,61.5360439,0.538461538
03-01-03-01-01-01-13,13,data/raw/Actor_13/03-01-03-01-01-01-13.wav,happy,train,3.237,-419.3789978,79.35646057,107.9354553,43.07793808,-34.07527924,29.44495773,22.33996201,29.58614159,-3.67041254,24.75631905,-13.42736244,16.14826393,-21.63047409,13.63484287,-25.2532444,16.42062187,-11.09741783,12.56911469,4.057999134,13.05510807,-18.15405464,12.11435223,14.25534821,15.47767448,-21.14362335,16.38822556,0.008533715,0.004381461,0.097928779,0.042310162,1496.914894,427.8512353,1426.055505,364.4523544,2938.40843,1024.695644,128.245854,21.02161644,0.860465116
03-01-03-01-01-02-13,13,data/raw/Actor_13/03-01-03-01-01-02-13.wav,happy,train,3.203,-432.2079468,82.00371552,108.2121506,45.4633255,-31.61034393,28.05740738,19.31244087,34.80503082,1.307054043,23.0051403,-12.21963406,15.63349247,-20.73059273,13.01194668,-26.31294823,17.11522293,-14.68848324,8.422516823,5.369421959,12.32786655,-21.47105026,11.63926601,12.63112164,15.06039238,-21.81591415,14.08113384,0.008039203,0.003514889,0.093443405,0.038100351,1468.147143,519.2297077,1405.231123,367.9386597,2767.623547,1172.389777,132.5678584,22.46668364,0.790697674
03-01-03-01-02-01-13,13,data/raw/Actor_13/03-01-03-01-02-01-13.wav,happy,train,3.136,-416.1581116,81.46068573,101.458519,53.56270599,-20.5664196,29.71691513,10.54342937,23.70414162,-2.566079378,24.19578934,-12.92267799,18.17967987,-29.30705643,13.35083961,-27.07035446,12.00822353,-17.20928383,15.21038723,2.312709332,10.06572628,-18.46994019,11.95994854,12.51075459,16.75014687,-22.9869194,14.11232376,0.008281074,0.004080062,0.112634277,0.100853803,1649.751942,863.8964887,1534.307645,419.0700181,3189.257813,1482.499316,138.0459429,27.41839148,0.775
03-01-03-01-02-02-13,13,data/raw/Actor_13/03-01-03-01-02-02-13.wav,happy,train,3.203,-396.1689148,78.10066223,90.2991333,54.09962463,-18.15368843,30.22588158,5.751150131,28.3115921,-3.439716816,23.03116226,-12.90227318,16.91245079,-36.58356476,14.04038334,-19.28347397,12.6880188,-21.81082153,15.62213039,5.820286274,10.52299976,-22.42695618,11.78349495,10.00179482,17.09130287,-22.0320797,11.359231,0.010134764,0.004897214,0.118229167,0.112037991,1778.722884,869.3333138,1653.076844,392.5847374,3470.3125,1526.072419,186.2443052,48.00835611,0.688888889
03-01-03-02-01-01-13,13,data/raw/Actor_13/03-01-03-02-01-01-13.wav,happy,train,3.437,-378.9749756,85.55094147,91.96598053,45.82019043,-23.09057426,29.41668129,22.18571663,26.44792938,3.195530891,26.047575,-15.02064037,18.51972389,-18.15366554,14.39009953,-14.78108215,16.97649956,-13.49164772,19.9092617,5.046686172,14.51537609,-23.0497303,12.91657066,11.8402462,14.30084801,-17.80610085,11.08072567,0.011405155,0.005505974,0.111506535,0.054440372,1718.249258,723.7891548,1588.947805,397.1968819,3290.114183,1356.550334,146.4236473,32.56195683,0.75
03-01-03-02-01-02-13,13,data/raw/Actor_13/03-01-03-02-01-02-13.wav,happy,train,3.604,-353.7783813,109.3512039,77.41892242,43.73104095,-17.42506027,27.76197052,2.080545664,37.64240646,-3.404265165,31.99065208,-20.88881302,22.27929115,-27.14212608,14.92844582,-12.96794128,14.95802689,-20.93994713,19.41099358,1.687885046,11.774333,-21.80823326,10.65217113,1.24013114,13.17017651,-17.24580574,11.73032856,0.021109179,0.013741682,0.106234976,0.048869346,1739.730737,655.6481657,1694.559242,375.2035849,3325.120192,1498.675856,223.1755028,42.4721908,0.8
03-01-03-02-02-01-13,13,data/raw/Actor_13/03-01-03-02-02-01-13.wav,happy,train,3.37,-304.6557617,87.8321228,55.82128906,51.49462509,-18.56651688,28.27563286,-17.26041794,35.23400879,-12.9035511,33.33527374,-18.89497948,19.01527405,-37.35162354,16.04206848,-13.89761829,14.12155819,-23.84788322,17.29555893,0.720780671,12.22617149,-23.0212307,11.8950386,-1.220695376,12.78879738,-21.35547447,11.23909378,0.027063891,0.014898978,0.142837213,0.104492798,2105.51633,829.3315756,1856.517652,328.5201298,4184.470663,1500.06877,337.8107742,159.7935369,0.755102041
03-01-03-02-02-02-13,13,data/raw/Actor_13/03-01-03-02-02-02-13.wav,happy,train,3.337,-304.2864685,87.0477829,68.76885223,44.28526688,-22.45424271,30.02459717,-12.14990711,34.82627869,-14.6018095,36.4110527,-18.33529663,17.93523216,-36.56405258,14.16661358,-14.77001286,14.28314686,-24.36721611,18.06404495,2.169519901,11.24415493,-22.74536705,11.63019657,0.801942468,11.77357578,-18.19774055,9.968689919,0.028010005,0.01366515,0.121488531,0.090088666,1887.861188,698.5437268,1771.778265,364.6602293,3784.574468,1416.594217,221.1966222,36.61662103,0.680851064
03-01-04-01-01-01-13,13,data/raw/Actor_13/03-01-04-01-01-01-13.wav,sad,train,3.57,-526.5509033,85.66916656,121.1738281,63.39064026,7.512508392,32.8535614,19.81481552,34.69046021,-0.065792099,20.68621826,-4.431781769,21.20790863,-20.09488678,14.27109814,-11.56129551,15.61400318,-9.194426537,15.26617146,1.852172136,8.401566505,-12.89363766,11.98612499,3.662230015,11.69036674,-8.859129906,8.96697998,0.004187567,0.002108645,0.096688565,0.082788579,1384.34899,909.4902206,1411.621781,551.8825342,2527.414773,1782.216564,114.1558344,13.72269425,0.945454545
03-01-04-01-01-02-13,13,data/raw/Actor_13/03-01-04-01-01-02-13.wav,sad,train,3.537,-533.8656006,89.48311615,122.3284531,56.30823898,7.121111393,26.086689,19.14372826,35.97773743,5.521663666,20.82105637,-6.245205402,19.18352127,-18.6149559,11.90563965,-9.160179138,14.21454811,-10.51695538,14.03096867,1.149817824,9.838934898,-13.59227467,10.28821659,4.552606583,9.860985756,-6.681414127,10.98484707,0.003704136,0.001545133,0.079463252,0.053795472,1302.1431,769.276822,1421.79861,486.1649504,2443.865741,1611.390123,114.7961607,14.9286767,0.944444444
03-01-04-01-02-01-13,13,data/raw/Actor_13/03-01-04-01-02-01-13.wav,sad,train,3.437,-520.3954468,82.70409393,122.4777374,56.58651352,-0.450095445,29.51655769,18.24710655,28.63127899,3.552320242,24.17059898,-9.100478172,18.41091156,-23.68534851,11.61284828,-10.70778084,12.75961304,-11.26268578,14.83917809,-2.564639091,12.79741287,-12.08841515,10.18260098,3.492415428,10.61280537,-10.09062195,11.01817513,0.004071604,0.002003951,0.094208984,0.113490572,1339.710394,948.2784907,1370.359259,483.699053,2482.1875,1687.008783,110.7788241,9.85110998,0.96
03-01-04-01-02-02-13,13,data/raw/Actor_13/03-01-04-01-02-02-13.wav,sad,train,3.37,-520.3453979,93.38551331,118.7517319,59.08220673,7.744501591,35.5645752,11.45051956,27.52380943,-1.319738388,25.11248207,-7.934050083,18.18888855,-19.23749352,15.02903271,-12.85976124,10.14187527,-11.25215149,14.74166393,-2.516919851,13.57319736,-13.71584606,7.86519146,6.973167896,10.2498436,-9.87852478,9.280875206,0.00440417,0.002679657,0.107594808,0.122021128,1452.231968,1091.587923,1448.262651,517.1132758,2611.002604,1894.423831,116.7414138,17.22329097,0.958333333
03-01-04-02-01-01-13,13,data/raw/Actor_13/03-01-04-02-01-01-13.wav,sad,train,3.337,-445.9954834,76.62081146,122.2387772,51.80333328,-12.64276218,33.46400833,19.45301628,29.35119057,-6.425681591,25.4405632,-12.76235771,23.88679504,-20.99559212,16.28551483,-14.81487751,17.91698837,-17.33002853,13.06616783,-1.236213088,13.02944469,-16.28235817,12.26871872,7.259646416,12.3599596,-17.45921326,9.55465889,0.007968134,0.003456571,0.088769531,0.046607786,1326.210729,694.41237,1370.921932,450.9834831,2483.159722,1406.31072,144.4073951,17.88477092,0.733333333
03-01-04-02-01-02-13,13,data/raw/Actor_13/03-01-04-02-01-02-13.wav,sad,train,3.303,-494.5684509,70.59033203,114.3801575,58.44527435,7.926974773,25.88144302,19.46766663,34.56393433,-0.90068388,17.81624603,-8.748634338,19.79014778,-19.99514389,12.46896076,-6.365656853,17.75078583,-13.33723736,11.03357315,-1.060930848,12.51682854,-10.77081585,11.56600666,0.818925083,10.57332993,-10.63547039,10.64359283,0.005574198,0.00250359,0.089896824,0.057279694,1342.843512,748.444437,1460.11387,469.3027178,2584.578804,1554.865268,130.1265613,26.13620232,0.956521739
03-01-04-02-02-01-13,13,data/raw/Actor_13/03-01-04-02-02-01-13.wav,sad,train,3.437,-491.887207,95.20212555,123.155571,62.77500153,2.589895248,32.01055145,8.179216385,33.42251968,1.061439633,23.93743706,-8.690607071,21.16624641,-21.17601395,14.26322174,-13.60748196,14.56713104,-17.15411949,14.80335045,-0.282012016,10.87748051,-13.50123024,11.45173931,7.62629509,9.112754822,-10.71378231,9.929926872,0.005557677,0.002954044,0.118231081,0.133211762,1465.561816,1135.065036,1408.3849,547.455787,2652.726716,1905.583343,120.3101341,17.05739416,0.647058824
03-01-04-02-02-02-13,13,data/raw/Actor_13/03-01-04-02-02-02-13.wav,sad,train,3.203,-532.0592041,103.1585617,113.5925751,58.84254074,20.78605461,28.45751381,17.26549149,25.87319756,5.481454372,17.9516201,-4.569865227,18.85198021,-18.39956856,13.63773441,-7.398362637,9.626371384,-15.34338951,15.95698833,-0.132682696,13.26877499,-10.39763641,6.917563915,3.98748517,10.47833347,-8.274209976,10.07776928,0.004292964,0.002064572,0.096541695,0.11424201,1390.852474,1029.47014,1522.687267,489.9872762,2626.69837,1864.554174,111.3596018,10.70911603,0.97826087
03-01-05-01-01-01-13,13,data/raw/Actor_13/03-01-05-01-01-01-13.wav,angry,train,3.437,-383.1225891,88.001091,93.331604,52.45178604,-19.04524994,28.30881691,21.04364014,36.92956161,-11.09566689,27.66978645,-11.91701698,23.3603344,-14.84192467,17.22960472,-23.77446938,16.62380409,-15.36207485,12.83596802,-5.910556793,10.7465992,-14.52492428,13.55778122,11.37514496,9.810775757,-14.90923691,11.05359936,0.011847637,0.00584808,0.118808594,0.064658574,1706.563278,756.3750815,1527.281949,372.8985306,3139.6875,1405.543781,138.3921154,17.02301032,0.68
03-01-05-01-01-02-13,13,data/raw/Actor_13/03-01-05-01-01-02-13.wav,angry,train,3.537,-359.0278931,94.18095398,84.46488953,47.50878906,-18.75898552,25.89523506,14.04755306,34.18024063,-13.1334734,28.69209099,-9.732034683,23.95682526,-16.29476738,15.94201183,-20.88617897,19.45456123,-13.75908089,14.30009556,-2.642657757,9.346604347,-15.84900475,12.66943169,10.53414631,11.17560482,-14.01912212,12.1273489,0.015598494,0.007953514,0.117279629,0.05838055,1738.554331,745.7611291,1579.028305,342.9243925,3281.692217,1321.036173,164.9581293,21.74350362,0.754716981
03-01-05-01-02-01-13,13,data/raw/Actor_13/03-01-05-01-02-01-13.wav,angry,train,3.604,-367.098114,79.42395782,84.04164124,55.50912476,-15.89462757,33.44589996,18.75845528,35.59790421,-5.564939499,28.55893898,-12.59009266,27.55594635,-15.07097816,17.73702812,-30.91087341,14.88800526,-17.6264267,15.7081356,-2.268083811,10.51701832,-19.29619026,15.90898514,13.22964001,11.19529057,-13.9248724,11.63795853,0.014944293,0.0081807,0.149269387,0.148313999,1861.617905,1066.684617,1558.960996,396.0010261,3378.761574,1597.716377,148.2946711,17.80736412,0.722222222
03-01-05-01-02-02-13,13,data/raw/Actor_13/03-01-05-01-02-02-13.wav,angry,train,3.37,-344.1737061,85.73620605,82.61254883,55.90589142,-21.7381382,34.12768936,14.80349445,34.22089386,-12.40386963,30.91021729,-14.14984894,26.11898994,-21.5010891,14.2643137,-31.18240166,13.27189159,-18.7600193,12.94017315,-4.293739796,9.811207771,-22.02124596,13.16304874,9.031457901,10.95660019,-17.11307526,13.9512291,0.020223117,0.009452751,0.136189779,0.126145118,1796.99028,940.5780133,1544.160037,399.0856583,3315.429688,1448.298598,168.518682,18.21615518,0.770833333
03-01-05-02-01-01-13,13,data/raw/Actor_13/03-01-05-02-01-01-13.wav,angry,train,3.67,-168.957016,75.03826904,25.8327198,40.50506592,-27.52856827,31.04886436,-9.527620316,36.14570999,-22.81164169,31.04836082,-17.15337563,21.23023605,-22.1650219,18.09609222,-13.81051064,14.10771751,-19.12606621,13.57603836,3.003815889,9.865348816,-17.78191757,11.57249928,0.310537279,8.494953156,-10.8581543,9.41588974,0.112984195,0.089121178,0.151412399,0.043840425,2314.200113,586.537507,1882.029406,283.397357,4486.111111,1199.637075,322.0750955,25.07238191,0.888888889
03-01-05-02-01-02-13,13,data/raw/Actor_13/03-01-05-02-01-02-13.wav,angry,train,4.271,-257.7442322,107.0490646,56.0824852,43.00575256,-12.82307625,35.64326477,11.8414793,35.46231079,-13.5429678,30.17046928,-17.49952888,26.65699959,-8.075872421,15.59617805,-11.24467373,13.60482407,-10.42495632,14.09196758,3.351235151,11.08456612,-16.3211937,10.10962677,5.642718315,10.74747944,-8.761054993,11.46235752,0.0515723,0.042024922,0.118856894,0.050597368,2035.455351,728.9554473,1798.80087,356.4794042,3833.931588,1344.101701,232.5624142,43.39590135,0.837837838
03-01-05-02-02-01-13,13,data/raw/Actor_13/03-01-05-02-02-01-13.wav,angry,train,3.57,-190.0715637,92.99085236,35.24237823,40.08013535,-30.6371727,29.86690521,-13.9956007,32.21989059,-20.21209526,30.80135155,-17.31292152,21.99918175,-25.83413696,16.62757111,-17.94592857,10.79264545,-21.51288223,13.99936962,5.114022255,9.012722015,-14.75798988,10.96053886,3.281571627,8.180699348,-15.0205946,10.47182178,0.085093513,0.043776803,0.158839634,0.100364788,2219.854985,610.5156646,1875.465958,271.0368752,4358.11942,1256.38261,333.0851358,99.61162361,0.928571429
03-01-05-02-02-02-13,13,data/raw/Actor_13/03-01-05-02-02-02-13.wav,angry,train,4.171,-162.2931213,72.87236023,5.67005682,44.83690262,-32.56164551,32.58263397,-25.81175995,30.73493576,-28.03425598,29.32157326,-13.97071075,18.96575546,-25.83801842,17.08460236,-11.35198498,11.84079647,-20.23577881,15.8508873,3.644953728,11.27435207,-14.84568214,8.593934059,-7.000715256,9.56423378,-16.72652245,10.59000683,0.165962085,0.121689782,0.179990097,0.105328099,2443.11495,654.4783557,1936.99199,274.4211245,4839.458627,1182.641845,350.0465928,34.99616179,0.929577465
03-01-03-01-01-01-14,14,data/raw/Actor_14/03-01-03-01-01-01-14.wav,happy,train,3.704,-345.0188904,104.0415726,39.78583145,43.40109253,-34.42066574,40.5353775,15.47200108,34.49801254,-43.09272385,29.2786293,-11.74351501,21.58131027,-29.22531319,24.60137177,-10.61630821,11.22934341,-13.50546169,11.11806107,-13.64763546,11.47976208,-4.372152328,13.99513435,-14.15227604,15.10648632,-6.757737637,9.276845932,0.020634092,0.011783951,0.17578125,0.096096648,2296.14035,889.8486512,1670.25744,353.4263203,4142.743644,1399.155857,346.6890003,76.92293608,0.779661017
03-01-03-01-01-02-14,14,data/raw/Actor_14/03-01-03-01-01-02-14.wav,happy,train,3.67,-343.4267883,92.80207825,53.47300339,48.05666351,-30.88822746,37.56518936,3.198733807,32.81055069,-33.35660172,25.27773857,-14.02179432,23.83628845,-26.05103874,22.89484406,-6.923752785,14.95724964,-12.17953491,12.99060917,-12.46250725,10.7144928,-13.17263794,12.36017132,-16.94617081,15.13585281,-6.859658241,11.38271809,0.020870348,0.010533561,0.159659249,0.095774832,2065.95195,965.67019,1626.353533,398.382218,3767.438616,1613.737201,372.5803646,64.21211783,0.928571429
03-01-03-01-02-01-14,14,data/raw/Actor_14/03-01-03-01-02-01-14.wav,happy,train,3.403,-379.0958862,83.24005127,55.88734436,50.40946198,-17.46020317,45.63322067,-3.869901419,32.96278,-31.25388718,30.710886,-25.68051147,15.61226463,-39.07698441,20.00676537,-7.231287956,15.58696938,-22.00391579,9.82708168,-12.62194824,9.05916214,-14.82763958,9.235440254,-14.21665859,10.46222782,-19.17939377,7.513378143,0.014703904,0.008422201,0.179144965,0.151332784,2207.18227,1271.763401,1746.450577,526.9265236,3889.409722,2002.242772,292.8558086,50.71802717,0.8
03-01-03-01-02-02-14,14,data/raw/Actor_14/03-01-03-01-02-02-14.wav,happy,train,3.47,-381.3314209,102.5029221,48.90953445,49.41737366,-24.09398842,42.97670746,3.40042901,29.04641724,-33.63690948,31.45910835,-20.97142982,20.58244705,-32.84352112,17.11019897,-16.79037285,11.74766254,-20.53980064,10.89046955,-16.32200241,8.907394409,-13.64237213,8.9325037,-15.42017078,13.63112164,-16.5082016,6.623780727,0.015111178,0.007386992,0.178642578,0.146659531,2229.334289,1267.614295,1734.476152,505.8483075,4042.65625,1861.26231,328.8212886,55.13136785,0.98
03-01-03-02-01-01-14,14,data/raw/Actor_14/03-01-03-02-01-01-14.wav,happy,train,3.77,-279.6424866,100.6516113,22.84841919,35.94353867,-63.53407669,50.21511078,2.484319448,29.48564148,-50.7230072,28.75594711,-16.57254791,23.81386185,-23.51008606,18.78312492,-18.1895237,13.59874058,-5.489749908,14.33999157,-17.95682526,15.42125416,9.543019295,17.01062584,3.435997486,25.11048889,20.96099091,19.04145622,0.047078028,0.029253734,0.210100446,0.096766799,2381.077801,772.919859,1584.02753,324.2702569,4078.74504,1232.668556,487.8945431,60.24345739,0.634920635
03-01-03-02-01-02-14,14,data/raw/Actor_14/03-01-03-02-01-02-14.wav,happy,train,3.737,-279.0375977,84.74108124,21.85214996,33.38899612,-61.54878998,45.17015076,3.560437441,37.3614006,-49.94520569,30.80307388,-9.302349091,26.75227737,-33.62904739,21.99921799,-10.43114758,12.82075691,-14.64886761,11.15517902,-14.73013496,11.43351078,-3.020051718,13.12545872,-15.70040035,20.78986168,5.943386555,19.93819427,0.040625583,0.023253279,0.208148504,0.073623382,2436.991103,711.7434065,1622.378343,286.5569006,4308.659958,992.9700813,428.3973386,58.28011727,0.847457627
03-01-03-02-02-01-14,14,data/raw/Actor_14/03-01-03-02-02-01-14.wav,happy,train,3.837,-252.9319611,90.5584259,7.41207695,24.92804337,-85.76764679,51.3821907,3.405215263,29.37138557,-57.41326141,31.35683441,-20.00735855,26.19471741,-37.99344254,14.39680386,-15.78904629,13.21531105,-7.403639317,15.79211712,-18.1133461,22.5809803,7.703449726,23.35906029,0.406968534,22.67250633,19.3511734,23.37631798,0.059664004,0.033884473,0.216426455,0.065597989,2413.314617,544.81824,1571.939701,365.8853944,4214.574353,956.0641946,470.6000528,87.5587454,0.775862069
03-01-03-02-02-02-14,14,data/raw/Actor_14/03-01-03-02-02-02-14.wav,happy,train,3.737,-319.2327881,127.6754608,14.66626072,36.69345856,-57.3441925,52.32474518,5.151068687,28.52963257,-43.74730682,33.04996109,-17.32369423,23.47047997,-29.59122849,14.49228954,-19.71902084,11.48878193,-14.2169466,14.17233467,-12.90327549,21.35926819,9.80616951,28.75944901,15.03286648,23.71293831,20.08748817,23.49387932,0.047647052,0.030691821,0.215425037,0.121108246,2390.828977,887.6708097,1639.86646,446.9221787,4145.709325,1477.677271,503.5599146,73.89323772,0.968253968
03-01-04-01-01-01-14,14,data/raw/Actor_14/03-01-04-01-01-01-14.wav,sad,train,3.737,-544.6116333,107.6661301,62.03795624,64.64136505,11.41462612,29.40227318,15.68522739,29.00383186,-23.23401642,21.6070652,-10.73284817,20.37909698,-23.11832428,13.62616348,-6.678471565,13.28789711,-14.36151695,13.28576946,-2.829948664,9.680455208,-9.038619041,8.989380836,-2.910945654,9.897681236,-5.342349529,7.506783009,0.003019663,0.001730351,0.174499512,0.121718319,2195.602804,1252.46875,1684.477713,444.3256059,3825.683594,2000.508661,231.321274,60.57602389,0.734375
03-01-04-01-01-02-14,14,data/raw/Actor_14/03-01-04-01-01-02-14.wav,sad,train,3.604,-495.5730591,90.65888214,79.22887421,58.83504868,1.945780754,28.31626701,4.882988453,28.18224907,-25.82949638,19.56923103,-12.78643131,19.98521423,-28.35636902,13.91806984,-6.771922588,13.11274052,-18.42073631,11.55660152,-9.226273537,12.57483006,-15.07606602,9.537604332,-8.218018532,9.207653046,-6.496411324,7.296824932,0.004887482,0.002107206,0.130669488,0.086994005,1855.858661,1060.509814,1638.455408,528.2142796,3479.166667,1932.617453,247.1989924,48.29495197,0.87037037
03-01-04-01-02-01-14,14,data/raw/Actor_14/03-01-04-01-02-01-14.wav,sad,train,3.604,-529.2293091,91.96034241,50.87737656,63.08816147,4.447694302,30.40561485,3.349917889,33.48580551,-23.3377533,20.63443184,-8.151000977,15.91328716,-29.61840248,11.12605953,-5.479775429,12.22256088,-13.56372452,14.53760242,-4.832203388,8.769349098,-13.28970718,10.75076485,-4.875802994,11.80683517,-10.07890415,7.957134247,0.003310566,0.002395553,0.240655307,0.19531211,2463.103193,1374.430101,1749.27189,430.646853,4203.394397,1935.071718,252.3360468,37.89185069,0.775862069
03-01-04-01-02-02-14,14,data/raw/Actor_14/03-01-04-01-02-02-14.wav,sad,train,3.537,-487.1531372,80.20767212,70.93511963,63.45027542,11.59503651,38.38999176,-1.895584106,29.29065132,-19.97059441,22.32743835,-12.5401535,18.44106293,-31.21977043,11.87589264,-8.981819153,12.38147068,-16.58440971,9.224982262,-5.890031815,10.32376099,-11.46582031,9.072014809,-6.647012234,10.29013824,-8.838285446,7.600223541,0.005276028,0.002993065,0.179580078,0.193856715,2190.677488,1545.813294,1694.705426,530.3955227,3832.65625,2248.586845,245.3429681,34.55157663,0.94
